,MACH,RE,ALPHA,BETA,DEFL_1_1,DEFL_1_2,DEFL_1_3,DEFL_1_4,FX,FY,FZ,TX,TY,TZ
443,0.3,7000000,2.698,6.64,0.826,-19.082,2.839,-4.227,0.1929,-0.7965,0.1625,0.0042,-0.0614,0.0637
444,0.3,7000000,7.978,6.64,0.826,-19.082,2.839,-4.227,0.1625,-0.7968,0.8549,0.002,-0.1084,0.0575
445,0.3,7000000,9.31,6.64,0.826,-19.082,2.839,-4.227,0.1516,-0.8046,1.0462,0.0005,-0.1244,0.06
446,0.3,7000000,12.211,6.64,0.826,-19.082,2.839,-4.227,0.123,-0.7805,1.4835,-0.0007,-0.1658,0.0575
447,0.3,7000000,12.54,6.64,0.826,-19.082,2.839,-4.227,0.1193,-0.7781,1.5357,-0.0009,-0.1713,0.0578
448,0.3,7000000,-14.456,-8.26,14.237,-19.006,-17.726,7.581,0.1759,0.5417,-2.0482,-0.0013,0.1168,-0.1137
449,0.3,7000000,-12.17,-8.26,14.237,-19.006,-17.726,7.581,0.1946,0.5566,-1.6953,-0.003,0.0648,-0.1167
450,0.3,7000000,-11.567,-8.26,14.237,-19.006,-17.726,7.581,0.1985,0.5777,-1.6064,-0.0027,0.0517,-0.1223
451,0.3,7000000,-9.387,-8.26,14.237,-19.006,-17.726,7.581,0.2099,0.6723,-1.2986,-0.0001,0.0071,-0.1488
452,0.3,7000000,-7.948,-8.26,14.237,-19.006,-17.726,7.581,0.2158,0.7239,-1.1086,0.0015,-0.0179,-0.1646
453,0.3,7000000,-3.904,-8.26,14.237,-19.006,-17.726,7.581,0.2231,0.7596,-0.6179,0.003,-0.0739,-0.179
454,0.3,7000000,-0.89,-8.26,14.237,-19.006,-17.726,7.581,0.2181,0.7797,-0.3056,0.0041,-0.0913,-0.1875
455,0.3,7000000,1.021,-8.26,14.237,-19.006,-17.726,7.581,0.2103,0.7678,-0.1183,0.0036,-0.0938,-0.1839
456,0.3,7000000,1.317,-8.26,14.237,-19.006,-17.726,7.581,0.2089,0.7645,-0.0884,0.0035,-0.0944,-0.1827
457,0.3,7000000,6.014,-8.26,14.237,-19.006,-17.726,7.581,0.1801,0.7001,0.4667,0,-0.1271,-0.1586
458,0.3,7000000,6.151,-8.26,14.237,-19.006,-17.726,7.581,0.1791,0.6981,0.4847,-0.0001,-0.1284,-0.1579
459,0.3,7000000,7.058,-8.26,14.237,-19.006,-17.726,7.581,0.172,0.6842,0.6056,-0.0006,-0.1378,-0.1529
460,0.3,7000000,7.235,-8.26,14.237,-19.006,-17.726,7.581,0.1706,0.6815,0.6299,-0.0008,-0.1398,-0.152
461,0.3,7000000,10.279,-8.26,14.237,-19.006,-17.726,7.581,0.1432,0.6127,1.0666,-0.0034,-0.1757,-0.1316
462,0.3,7000000,-12.942,11.45,-4.195,-3.264,0.745,-19.01,0.0749,-1.5241,-1.5608,-0.0051,0.1604,0.1344
463,0.3,7000000,-11.773,11.45,-4.195,-3.264,0.745,-19.01,0.089,-1.5573,-1.3667,-0.0053,0.1414,0.1457
464,0.3,7000000,-7.48,11.45,-4.195,-3.264,0.745,-19.01,0.1308,-1.748,-0.7057,-0.0103,0.0864,0.209
465,0.3,7000000,-5.858,11.45,-4.195,-3.264,0.745,-19.01,0.1422,-1.7254,-0.4828,-0.0076,0.0713,0.2031
466,0.3,7000000,-0.497,11.45,-4.195,-3.264,0.745,-19.01,0.1629,-1.6286,0.0887,-0.0013,0.0544,0.1762
467,0.3,7000000,3.024,11.45,-4.195,-3.264,0.745,-19.01,0.1645,-1.6247,0.4038,-0.003,0.0505,0.1733
468,0.3,7000000,3.257,11.45,-4.195,-3.264,0.745,-19.01,0.1642,-1.6254,0.4266,-0.0033,0.0495,0.1732
469,0.3,7000000,6.824,11.45,-4.195,-3.264,0.745,-19.01,0.1527,-1.6506,0.845,-0.007,0.0145,0.1771
470,0.3,7000000,6.911,11.45,-4.195,-3.264,0.745,-19.01,0.1523,-1.6518,0.8564,-0.0071,0.0134,0.1774
471,0.3,7000000,6.972,11.45,-4.195,-3.264,0.745,-19.01,0.152,-1.6527,0.8644,-0.0072,0.0125,0.1776
472,0.3,7000000,8.528,11.45,-4.195,-3.264,0.745,-19.01,0.143,-1.6743,1.0753,-0.0095,-0.0098,0.1832
473,0.3,7000000,10.071,11.45,-4.195,-3.264,0.745,-19.01,0.1318,-1.6304,1.2972,-0.0082,-0.0351,0.1677
474,0.3,7000000,10.896,11.45,-4.195,-3.264,0.745,-19.01,0.125,-1.5909,1.4212,-0.0065,-0.05,0.1543
475,0.3,7000000,11.818,11.45,-4.195,-3.264,0.745,-19.01,0.117,-1.5528,1.5647,-0.005,-0.0668,0.1413
476,0.3,7000000,-14.267,-11.13,-13.168,-16.532,11.671,0.206,0.1654,1.6031,-1.9839,0.0039,0.1058,-0.034
477,0.3,7000000,-13.879,-11.13,-13.168,-16.532,11.671,0.206,0.1695,1.6097,-1.9202,0.0038,0.0981,-0.0377
478,0.3,7000000,-12.419,-11.13,-13.168,-16.532,11.671,0.206,0.1842,1.6356,-1.685,0.0037,0.069,-0.0519
479,0.3,7000000,-10.415,-11.13,-13.168,-16.532,11.671,0.206,0.2019,1.6731,-1.379,0.0039,0.0308,-0.072
480,0.3,7000000,-8.536,-11.13,-13.168,-16.532,11.671,0.206,0.2149,1.6938,-1.11,0.0035,0.0001,-0.0858
481,0.3,7000000,-3.541,-11.13,-13.168,-16.532,11.671,0.206,0.2315,1.5254,-0.4869,-0.0075,-0.0505,-0.0484
482,0.3,7000000,-1.473,-11.13,-13.168,-16.532,11.671,0.206,0.2317,1.4798,-0.2811,-0.0094,-0.0565,-0.0374
483,0.3,7000000,-1.301,-11.13,-13.168,-16.532,11.671,0.206,0.2315,1.4775,-0.2648,-0.0094,-0.0568,-0.0368
484,0.3,7000000,3.365,-11.13,-13.168,-16.532,11.671,0.206,0.2189,1.502,0.1704,-0.0068,-0.0609,-0.0421
485,0.3,7000000,5.964,-11.13,-13.168,-16.532,11.671,0.206,0.2041,1.5578,0.4897,-0.0031,-0.0779,-0.0533
486,0.3,7000000,6.243,-11.13,-13.168,-16.532,11.671,0.206,0.2021,1.565,0.5265,-0.0026,-0.08,-0.0547
487,0.3,7000000,11.719,-11.13,-13.168,-16.532,11.671,0.206,0.1514,1.618,1.3574,0.0016,-0.1471,-0.0516
488,0.3,7000000,11.758,-11.13,-13.168,-16.532,11.671,0.206,0.1509,1.6174,1.3638,0.0016,-0.1477,-0.0512
489,0.3,7000000,13.765,-11.13,-13.168,-16.532,11.671,0.206,0.126,1.5803,1.7017,0.0001,-0.1806,-0.0319
490,0.3,7000000,-14.994,1.05,-3.508,7.015,5.92,2.724,0.0964,0.0506,-2.0428,0.0009,0.1816,0.0114
491,0.3,7000000,-13.758,1.05,-3.508,7.015,5.92,2.724,0.1106,0.0328,-1.8367,0,0.1607,0.016
492,0.3,7000000,-11.252,1.05,-3.508,7.015,5.92,2.724,0.1344,0.0005,-1.4395,-0.0016,0.1239,0.0243
493,0.3,7000000,-7.216,1.05,-3.508,7.015,5.92,2.724,0.1596,-0.012,-0.8364,-0.0026,0.0725,0.0275
494,0.3,7000000,-6.462,1.05,-3.508,7.015,5.92,2.724,0.1627,-0.0146,-0.7313,-0.0029,0.0644,0.0286
495,0.3,7000000,-5.28,1.05,-3.508,7.015,5.92,2.724,0.1665,-0.0238,-0.5715,-0.0034,0.0522,0.0319
496,0.3,7000000,-4.88,1.05,-3.508,7.015,5.92,2.724,0.1676,-0.0272,-0.5188,-0.0035,0.0482,0.0331
497,0.3,7000000,0.058,1.05,-3.508,7.015,5.92,2.724,0.1749,-0.0334,0.0435,-0.004,0.0142,0.0369
498,0.3,7000000,1.094,1.05,-3.508,7.015,5.92,2.724,0.1758,-0.0332,0.1453,-0.0044,0.0104,0.0367
499,0.3,7000000,3.656,1.05,-3.508,7.015,5.92,2.724,0.1763,-0.0473,0.4288,-0.0049,-0.004,0.0402
500,0.3,7000000,6.932,1.05,-3.508,7.015,5.92,2.724,0.171,-0.0225,0.8547,-0.0031,-0.0331,0.0315
501,0.3,7000000,7.815,1.05,-3.508,7.015,5.92,2.724,0.1681,-0.0203,0.9842,-0.0027,-0.0444,0.0306
502,0.3,7000000,8.124,1.05,-3.508,7.015,5.92,2.724,0.1669,-0.0201,1.0298,-0.0026,-0.0486,0.0306
503,0.3,7000000,8.317,1.05,-3.508,7.015,5.92,2.724,0.1661,-0.0202,1.0584,-0.0025,-0.0512,0.0307
504,0.3,7000000,-11.009,-8.23,12.541,7.384,8.988,14.415,0.1531,1.2005,-1.4208,0.0114,0.0803,-0.1447
505,0.3,7000000,-5.842,-8.23,12.541,7.384,8.988,14.415,0.1862,1.2026,-0.7117,0.0029,0.0053,-0.1468
506,0.3,7000000,-2.857,-8.23,12.541,7.384,8.988,14.415,0.1911,1.0808,-0.351,-0.0065,-0.0209,-0.1121
507,0.3,7000000,0.018,-8.23,12.541,7.384,8.988,14.415,0.1894,0.9966,-0.0595,-0.0117,-0.0273,-0.0872
508,0.3,7000000,0.293,-8.23,12.541,7.384,8.988,14.415,0.189,0.995,-0.0322,-0.0117,-0.0274,-0.0866
509,0.3,7000000,1.544,-8.23,12.541,7.384,8.988,14.415,0.1865,1.001,0.0949,-0.0111,-0.0281,-0.0878
510,0.3,7000000,2.003,-8.23,12.541,7.384,8.988,14.415,0.1854,1.0085,0.1433,-0.0105,-0.0289,-0.0898
511,0.3,7000000,2.716,-8.23,12.541,7.384,8.988,14.415,0.1835,1.0253,0.2221,-0.0092,-0.0311,-0.0943
512,0.3,7000000,3.475,-8.23,12.541,7.384,8.988,14.415,0.1811,1.0489,0.3123,-0.0075,-0.0355,-0.1007
513,0.3,7000000,4.855,-8.23,12.541,7.384,8.988,14.415,0.1763,1.1013,0.484,-0.0037,-0.0451,-0.1151
514,0.3,7000000,6.264,-8.23,12.541,7.384,8.988,14.415,0.1702,1.1524,0.6668,0.0004,-0.0578,-0.129
515,0.3,7000000,6.909,-8.23,12.541,7.384,8.988,14.415,0.167,1.1726,0.7529,0.0022,-0.0645,-0.1345
516,0.3,7000000,9.007,-8.23,12.541,7.384,8.988,14.415,0.1547,1.2507,1.0455,0.0088,-0.0896,-0.157
517,0.3,7000000,9.809,-8.23,12.541,7.384,8.988,14.415,0.1491,1.2991,1.1607,0.0124,-0.0997,-0.1719
518,0.3,7000000,-13.592,-0.61,-13.668,-0.32,-5.7,-6.849,0.1253,0.0584,-1.7983,-0.0012,0.165,0.0517
519,0.3,7000000,-13.072,-0.61,-13.668,-0.32,-5.7,-6.849,0.1308,0.0653,-1.7125,-0.0008,0.1569,0.0497
520,0.3,7000000,-12.123,-0.61,-13.668,-0.32,-5.7,-6.849,0.1401,0.0742,-1.5618,-0.0003,0.1437,0.0471
521,0.3,7000000,-4.678,-0.61,-13.668,-0.32,-5.7,-6.849,0.1844,0.055,-0.4764,0.0009,0.0591,0.0516
522,0.3,7000000,-3.839,-0.61,-13.668,-0.32,-5.7,-6.849,0.1866,0.0331,-0.3732,-0.0001,0.0517,0.058
523,0.3,7000000,-3.57,-0.61,-13.668,-0.32,-5.7,-6.849,0.1872,0.0212,-0.3401,-0.0006,0.049,0.0616
524,0.3,7000000,-3.395,-0.61,-13.668,-0.32,-5.7,-6.849,0.1876,0.0125,-0.319,-0.0009,0.0473,0.0642
525,0.3,7000000,-3.312,-0.61,-13.668,-0.32,-5.7,-6.849,0.1877,0.0082,-0.309,-0.0011,0.0466,0.0655
526,0.3,7000000,-2.989,-0.61,-13.668,-0.32,-5.7,-6.849,0.1884,-0.0056,-0.2709,-0.0015,0.0436,0.0696
527,0.3,7000000,-1.341,-0.61,-13.668,-0.32,-5.7,-6.849,0.1911,0.0628,-0.0908,0.0028,0.0311,0.0479
528,0.3,7000000,0.289,-0.61,-13.668,-0.32,-5.7,-6.849,0.1931,0.1197,0.0691,0.0051,0.0235,0.0301
529,0.3,7000000,2.932,-0.61,-13.668,-0.32,-5.7,-6.849,0.1953,0.0421,0.3486,0.0004,0.0126,0.0546
530,0.3,7000000,3.099,-0.61,-13.668,-0.32,-5.7,-6.849,0.1954,0.0394,0.3686,0.0001,0.0115,0.0555
531,0.3,7000000,10.41,-0.61,-13.668,-0.32,-5.7,-6.849,0.1769,0.1099,1.3895,0.0012,-0.0687,0.0354
532,0.3,7000000,-10.472,-14.68,-1.77,-19.988,-8.921,15.345,0.1439,1.9574,-1.4181,-0.0016,-0.0065,-0.1684
533,0.3,7000000,-8.607,-14.68,-1.77,-19.988,-8.921,15.345,0.1567,1.9785,-1.1674,-0.0016,-0.0451,-0.179
534,0.3,7000000,-5.464,-14.68,-1.77,-19.988,-8.921,15.345,0.1705,2.0117,-0.7919,-0.0008,-0.0973,-0.1954
535,0.3,7000000,-4.872,-14.68,-1.77,-19.988,-8.921,15.345,0.1717,2.0181,-0.7264,-0.0006,-0.1046,-0.1984
536,0.3,7000000,-0.476,-14.68,-1.77,-19.988,-8.921,15.345,0.1693,2.0427,-0.3442,0.0026,-0.1204,-0.2097
537,0.3,7000000,0.723,-14.68,-1.77,-19.988,-8.921,15.345,0.1652,2.0431,-0.2519,0.0031,-0.1186,-0.2095
538,0.3,7000000,0.745,-14.68,-1.77,-19.988,-8.921,15.345,0.1651,2.0431,-0.2502,0.0031,-0.1185,-0.2095
539,0.3,7000000,1.732,-14.68,-1.77,-19.988,-8.921,15.345,0.1608,2.0415,-0.1716,0.0036,-0.1171,-0.2083
540,0.3,7000000,3.048,-14.68,-1.77,-19.988,-8.921,15.345,0.1537,2.038,-0.059,0.0043,-0.1168,-0.2057
541,0.3,7000000,6.123,-14.68,-1.77,-19.988,-8.921,15.345,0.1289,1.9891,0.2891,0.0018,-0.1317,-0.1848
542,0.3,7000000,7.409,-14.68,-1.77,-19.988,-8.921,15.345,0.1147,2.0256,0.4636,0.0037,-0.1414,-0.1933
543,0.3,7000000,8.952,-14.68,-1.77,-19.988,-8.921,15.345,0.0958,2.0966,0.6935,0.0081,-0.1578,-0.2118
544,0.3,7000000,11.067,-14.68,-1.77,-19.988,-8.921,15.345,0.0668,2.0089,1.0305,0.0038,-0.1848,-0.1789
545,0.3,7000000,11.657,-14.68,-1.77,-19.988,-8.921,15.345,0.0582,1.9963,1.1281,0.0032,-0.1934,-0.1736
546,0.3,7000000,-14.602,-13.25,-1.204,-0.307,0.154,-10.419,0.0253,1.7799,-1.885,0.0021,0.1588,-0.1
547,0.3,7000000,-12.109,-13.25,-1.204,-0.307,0.154,-10.419,0.0559,1.8317,-1.4509,0.0015,0.1215,-0.1208
548,0.3,7000000,-11.745,-13.25,-1.204,-0.307,0.154,-10.419,0.0599,1.8396,-1.3892,0.0015,0.1163,-0.124
549,0.3,7000000,-9.802,-13.25,-1.204,-0.307,0.154,-10.419,0.0793,1.8842,-1.0714,0.002,0.0909,-0.1424
550,0.3,7000000,-4.314,-13.25,-1.204,-0.307,0.154,-10.419,0.1166,1.9665,-0.3113,0.0032,0.0389,-0.1795
551,0.3,7000000,-3.593,-13.25,-1.204,-0.307,0.154,-10.419,0.1199,1.9547,-0.2312,0.0025,0.034,-0.1768
552,0.3,7000000,-2.475,-13.25,-1.204,-0.307,0.154,-10.419,0.1243,1.9335,-0.126,0.002,0.0325,-0.1714
553,0.3,7000000,-1.319,-13.25,-1.204,-0.307,0.154,-10.419,0.1281,1.9129,-0.0214,0.0015,0.0328,-0.1658
554,0.3,7000000,1.085,-13.25,-1.204,-0.307,0.154,-10.419,0.1328,1.8869,0.1835,0.0012,0.0377,-0.1579
555,0.3,7000000,3.403,-13.25,-1.204,-0.307,0.154,-10.419,0.133,1.8881,0.3867,0.0028,0.0395,-0.1566
556,0.3,7000000,5.605,-13.25,-1.204,-0.307,0.154,-10.419,0.129,1.9086,0.6402,0.0044,0.0252,-0.1603
557,0.3,7000000,9.779,-13.25,-1.204,-0.307,0.154,-10.419,0.1085,1.9073,1.233,0.0049,-0.023,-0.1515
558,0.3,7000000,9.933,-13.25,-1.204,-0.307,0.154,-10.419,0.1074,1.9048,1.2564,0.0048,-0.0255,-0.1504
559,0.3,7000000,10.736,-13.25,-1.204,-0.307,0.154,-10.419,0.101,1.8908,1.3798,0.0042,-0.0388,-0.1443
560,0.3,7000000,-13.373,-8.36,-19.922,1.309,-9.454,-4.245,0.1291,0.9098,-1.7543,-0.0003,0.1456,-0.0168
561,0.3,7000000,-13.032,-8.36,-19.922,1.309,-9.454,-4.245,0.1326,0.9139,-1.6966,-0.0005,0.1403,-0.0184
562,0.3,7000000,-6.553,-8.36,-19.922,1.309,-9.454,-4.245,0.1806,0.9709,-0.7131,-0.0056,0.0605,-0.0401
563,0.3,7000000,-5.704,-8.36,-19.922,1.309,-9.454,-4.245,0.1845,0.9752,-0.5992,-0.0059,0.0525,-0.0427
564,0.3,7000000,-5.128,-8.36,-19.922,1.309,-9.454,-4.245,0.1869,0.9742,-0.5233,-0.006,0.047,-0.0433
565,0.3,7000000,-1.216,-8.36,-19.922,1.309,-9.454,-4.245,0.1973,0.9605,-0.0784,-0.0062,0.0233,-0.0437
566,0.3,7000000,1.582,-8.36,-19.922,1.309,-9.454,-4.245,0.1994,0.962,0.1974,-0.006,0.0195,-0.0437
567,0.3,7000000,2.123,-8.36,-19.922,1.309,-9.454,-4.245,0.1993,0.9629,0.2526,-0.0059,0.0189,-0.0434
568,0.3,7000000,2.19,-8.36,-19.922,1.309,-9.454,-4.245,0.1993,0.963,0.2595,-0.0059,0.0188,-0.0434
569,0.3,7000000,4.768,-8.36,-19.922,1.309,-9.454,-4.245,0.1965,0.9579,0.5654,-0.0063,0.0057,-0.0375
570,0.3,7000000,5.51,-8.36,-19.922,1.309,-9.454,-4.245,0.1949,0.9541,0.6607,-0.0064,0.0005,-0.0347
571,0.3,7000000,8.886,-8.36,-19.922,1.309,-9.454,-4.245,0.1821,0.9943,1.1275,-0.0032,-0.0328,-0.038
572,0.3,7000000,11.082,-8.36,-19.922,1.309,-9.454,-4.245,0.1682,0.9991,1.4587,-0.0022,-0.0631,-0.0328
573,0.3,7000000,11.29,-8.36,-19.922,1.309,-9.454,-4.245,0.1666,0.9998,1.4914,-0.0021,-0.0664,-0.0324
574,0.3,7000000,-14.753,12.71,-4.153,-14.97,-16.864,0.23,0.1123,-1.8026,-2.0501,-0.0056,0.1067,0.0997
575,0.3,7000000,-14.453,12.71,-4.153,-14.97,-16.864,0.23,0.1157,-1.8084,-1.9999,-0.0055,0.1006,0.1027
576,0.3,7000000,-13.846,12.71,-4.153,-14.97,-16.864,0.23,0.1223,-1.8203,-1.8991,-0.0054,0.0882,0.109
577,0.3,7000000,-13.29,12.71,-4.153,-14.97,-16.864,0.23,0.1283,-1.8316,-1.8079,-0.0053,0.0767,0.1149
578,0.3,7000000,-9.713,12.71,-4.153,-14.97,-16.864,0.23,0.16,-1.914,-1.2504,-0.006,0.0095,0.1559
579,0.3,7000000,-8.1,12.71,-4.153,-14.97,-16.864,0.23,0.1704,-1.9589,-1.0178,-0.007,-0.0153,0.1762
580,0.3,7000000,-4.753,12.71,-4.153,-14.97,-16.864,0.23,0.1818,-2.0746,-0.58,-0.0108,-0.0495,0.2224
581,0.3,7000000,-4.398,12.71,-4.153,-14.97,-16.864,0.23,0.1823,-2.0885,-0.5377,-0.0114,-0.0518,0.2276
582,0.3,7000000,2.808,12.71,-4.153,-14.97,-16.864,0.23,0.1687,-2.1022,0.1227,-0.0152,-0.053,0.2359
583,0.3,7000000,3.11,12.71,-4.153,-14.97,-16.864,0.23,0.1673,-2.0992,0.1515,-0.0153,-0.0533,0.2346
584,0.3,7000000,3.128,12.71,-4.153,-14.97,-16.864,0.23,0.1672,-2.099,0.1532,-0.0153,-0.0534,0.2345
585,0.3,7000000,6.059,12.71,-4.153,-14.97,-16.864,0.23,0.1503,-2.0327,0.4992,-0.0133,-0.0736,0.2096
586,0.3,7000000,10.556,12.71,-4.153,-14.97,-16.864,0.23,0.113,-1.8917,1.1595,-0.0074,-0.126,0.1564
587,0.3,7000000,11.073,12.71,-4.153,-14.97,-16.864,0.23,0.1076,-1.8782,1.2436,-0.0069,-0.1331,0.1511
588,0.3,7000000,-14.965,12.56,6.488,-3.849,-19.262,-5.265,0.1032,-1.8344,-2.0243,-0.0057,0.1369,0.0742
589,0.3,7000000,-9.556,12.56,6.488,-3.849,-19.262,-5.265,0.1592,-1.9596,-1.1155,-0.0063,0.0547,0.1352
590,0.3,7000000,-7.56,12.56,6.488,-3.849,-19.262,-5.265,0.173,-2.0234,-0.8153,-0.0081,0.0325,0.1623
591,0.3,7000000,-6.088,12.56,6.488,-3.849,-19.262,-5.265,0.1808,-2.0759,-0.6134,-0.0099,0.0189,0.1833
592,0.3,7000000,-2.505,12.56,6.488,-3.849,-19.262,-5.265,0.1917,-2.0528,-0.2041,-0.0084,0.0003,0.1834
593,0.3,7000000,0.972,12.56,6.488,-3.849,-19.262,-5.265,0.1934,-2.0035,0.0974,-0.007,0.004,0.1689
594,0.3,7000000,1.112,12.56,6.488,-3.849,-19.262,-5.265,0.1933,-2.0035,0.1093,-0.0071,0.0042,0.1688
595,0.3,7000000,2.678,12.56,6.488,-3.849,-19.262,-5.265,0.1911,-2.0106,0.2476,-0.0085,0.0046,0.1692
596,0.3,7000000,3.504,12.56,6.488,-3.849,-19.262,-5.265,0.1892,-2.0189,0.3258,-0.0097,0.0034,0.1703
597,0.3,7000000,5.719,12.56,6.488,-3.849,-19.262,-5.265,0.1819,-2.0424,0.5952,-0.0114,-0.0112,0.1723
598,0.3,7000000,6.223,12.56,6.488,-3.849,-19.262,-5.265,0.1797,-2.0423,0.6626,-0.0116,-0.0152,0.1708
599,0.3,7000000,6.683,12.56,6.488,-3.849,-19.262,-5.265,0.1776,-2.0386,0.7256,-0.0115,-0.0191,0.1682
600,0.3,7000000,9.516,12.56,6.488,-3.849,-19.262,-5.265,0.1606,-1.9676,1.1486,-0.0085,-0.0478,0.1358
601,0.3,7000000,9.904,12.56,6.488,-3.849,-19.262,-5.265,0.1578,-1.9562,1.2102,-0.008,-0.0525,0.1307
602,0.3,7000000,-12.789,13.3,10.541,-18.151,-13.949,9.54,0.1892,-1.9494,-1.7647,-0.0035,0.0489,0.1003
603,0.3,7000000,-11.809,13.3,10.541,-18.151,-13.949,9.54,0.1978,-1.9632,-1.6142,-0.0034,0.0273,0.1092
604,0.3,7000000,-8.134,13.3,10.541,-18.151,-13.949,9.54,0.2213,-2.029,-1.0809,-0.0042,-0.0399,0.1461
605,0.3,7000000,-7.963,13.3,10.541,-18.151,-13.949,9.54,0.2221,-2.0326,-1.0579,-0.0043,-0.0427,0.148
606,0.3,7000000,-5.295,13.3,10.541,-18.151,-13.949,9.54,0.2312,-2.0938,-0.723,-0.0061,-0.078,0.1765
607,0.3,7000000,-2.001,13.3,10.541,-18.151,-13.949,9.54,0.2338,-2.1481,-0.4045,-0.0093,-0.0994,0.2001
608,0.3,7000000,-1.244,13.3,10.541,-18.151,-13.949,9.54,0.2323,-2.1528,-0.3414,-0.0098,-0.0992,0.2022
609,0.3,7000000,-0.449,13.3,10.541,-18.151,-13.949,9.54,0.2302,-2.155,-0.2764,-0.0102,-0.0983,0.2032
610,0.3,7000000,1.59,13.3,10.541,-18.151,-13.949,9.54,0.222,-2.1497,-0.1052,-0.0108,-0.0955,0.2006
611,0.3,7000000,1.706,13.3,10.541,-18.151,-13.949,9.54,0.2215,-2.149,-0.0949,-0.0108,-0.0954,0.2002
612,0.3,7000000,3.106,13.3,10.541,-18.151,-13.949,9.54,0.2137,-2.1361,0.0332,-0.0113,-0.0959,0.194
613,0.3,7000000,8.464,13.3,10.541,-18.151,-13.949,9.54,0.167,-2.0424,0.7236,-0.0076,-0.1365,0.1476
614,0.3,7000000,11.428,13.3,10.541,-18.151,-13.949,9.54,0.1319,-1.9867,1.1857,-0.0049,-0.1768,0.1173
615,0.3,7000000,13.299,13.3,10.541,-18.151,-13.949,9.54,0.1065,-1.955,1.4983,-0.0034,-0.2065,0.0989
616,0.3,7000000,-13.318,-8.96,9.896,-14.964,0.253,-11.287,0.1165,1.0082,-1.7268,0.0035,0.1442,-0.0934
617,0.3,7000000,-10.996,-8.96,9.896,-14.964,0.253,-11.287,0.1414,1.066,-1.3664,0.0034,0.1006,-0.111
618,0.3,7000000,-8.535,-8.96,9.896,-14.964,0.253,-11.287,0.1621,1.0182,-1.0202,-0.0027,0.0586,-0.095
619,0.3,7000000,-5.394,-8.96,9.896,-14.964,0.253,-11.287,0.1803,0.9197,-0.6266,-0.0114,0.0163,-0.0672
620,0.3,7000000,-4.042,-8.96,9.896,-14.964,0.253,-11.287,0.185,0.8844,-0.4659,-0.0141,0.0041,-0.0581
621,0.3,7000000,-1.114,-8.96,9.896,-14.964,0.253,-11.287,0.1903,0.8742,-0.1493,-0.0148,-0.009,-0.0579
622,0.3,7000000,-0.063,-8.96,9.896,-14.964,0.253,-11.287,0.1905,0.8794,-0.043,-0.0145,-0.0106,-0.0599
623,0.3,7000000,1.196,-8.96,9.896,-14.964,0.253,-11.287,0.1898,0.8839,0.0824,-0.0142,-0.0117,-0.0612
624,0.3,7000000,5.038,-8.96,9.896,-14.964,0.253,-11.287,0.1805,0.8969,0.5138,-0.0129,-0.0305,-0.0619
625,0.3,7000000,6.485,-8.96,9.896,-14.964,0.253,-11.287,0.174,0.926,0.7004,-0.0105,-0.0449,-0.0692
626,0.3,7000000,8.162,-8.96,9.896,-14.964,0.253,-11.287,0.1642,0.9746,0.9251,-0.0065,-0.0673,-0.0827
627,0.3,7000000,10.484,-8.96,9.896,-14.964,0.253,-11.287,0.1462,1.0376,1.251,-0.0011,-0.1072,-0.1019
628,0.3,7000000,12.153,-8.96,9.896,-14.964,0.253,-11.287,0.1304,1.0629,1.5015,0.0014,-0.1395,-0.1103
629,0.3,7000000,12.688,-8.96,9.896,-14.964,0.253,-11.287,0.1246,1.0549,1.585,0.0013,-0.1504,-0.1077
630,0.3,7000000,-10.554,11.5,13.412,2.594,0.731,8.479,0.138,-1.6096,-1.36,-0.0019,0.0497,0.0855
631,0.3,7000000,-3.246,11.5,13.412,2.594,0.731,8.479,0.1694,-1.562,-0.3584,0.0058,-0.0172,0.0819
632,0.3,7000000,1.003,11.5,13.412,2.594,0.731,8.479,0.1697,-1.5296,0.0401,0.0066,-0.0184,0.0731
633,0.3,7000000,2.617,11.5,13.412,2.594,0.731,8.479,0.1668,-1.5384,0.188,0.0055,-0.018,0.0741
634,0.3,7000000,4.39,11.5,13.412,2.594,0.731,8.479,0.1617,-1.5557,0.3792,0.004,-0.0253,0.0762
635,0.3,7000000,4.59,11.5,13.412,2.594,0.731,8.479,0.1609,-1.5585,0.4033,0.0038,-0.0264,0.0766
636,0.3,7000000,5.185,11.5,13.412,2.594,0.731,8.479,0.1585,-1.5665,0.4762,0.0031,-0.0302,0.0777
637,0.3,7000000,5.262,11.5,13.412,2.594,0.731,8.479,0.1582,-1.5675,0.4857,0.0031,-0.0307,0.0778
638,0.3,7000000,5.57,11.5,13.412,2.594,0.731,8.479,0.1568,-1.5715,0.5243,0.0027,-0.0328,0.0782
639,0.3,7000000,7.711,11.5,13.412,2.594,0.731,8.479,0.1452,-1.6087,0.8167,0.0003,-0.0541,0.0837
640,0.3,7000000,7.801,11.5,13.412,2.594,0.731,8.479,0.1447,-1.6104,0.8296,0.0002,-0.0551,0.0839
641,0.3,7000000,8.214,11.5,13.412,2.594,0.731,8.479,0.142,-1.6181,0.8893,-0.0003,-0.06,0.085
642,0.3,7000000,10.523,11.5,13.412,2.594,0.731,8.479,0.1235,-1.6452,1.2448,-0.0023,-0.0896,0.0854
643,0.3,7000000,11.893,11.5,13.412,2.594,0.731,8.479,0.1101,-1.6318,1.47,-0.0018,-0.1092,0.0762
