,MACH,RE,ALPHA,BETA,DEFL_1_1,DEFL_1_2,DEFL_1_3,DEFL_1_4,FX,FY,FZ,TX,TY,TZ
644,0.3,7000000,-13.985,1.28,-0.381,-5.508,-16.949,-1.304,0.1517,-0.4409,-1.9375,-0.0073,0.1351,0.0005
645,0.3,7000000,-11.839,1.28,-0.381,-5.508,-16.949,-1.304,0.1718,-0.4106,-1.599,-0.0038,0.099,-0.0097
646,0.3,7000000,-11.343,1.28,-0.381,-5.508,-16.949,-1.304,0.1757,-0.3811,-1.5228,-0.0017,0.0916,-0.0189
647,0.3,7000000,-6.609,1.28,-0.381,-5.508,-16.949,-1.304,0.1993,-0.2116,-0.8202,0.0133,0.0296,-0.0699
648,0.3,7000000,-6.226,1.28,-0.381,-5.508,-16.949,-1.304,0.2002,-0.2334,-0.7676,0.0126,0.0261,-0.063
649,0.3,7000000,-3.932,1.28,-0.381,-5.508,-16.949,-1.304,0.2035,-0.2722,-0.5112,0.014,0.0215,-0.0494
650,0.3,7000000,-3.442,1.28,-0.381,-5.508,-16.949,-1.304,0.2038,-0.2757,-0.4231,0.0125,0.0095,-0.048
651,0.3,7000000,-3.376,1.28,-0.381,-5.508,-16.949,-1.304,0.2038,-0.276,-0.4125,0.0124,0.0083,-0.0479
652,0.3,7000000,6.421,1.28,-0.381,-5.508,-16.949,-1.304,0.1904,-0.2567,0.7115,0.012,-0.0619,-0.0564
653,0.3,7000000,7.731,1.28,-0.381,-5.508,-16.949,-1.304,0.1846,-0.2335,0.9082,0.0117,-0.0783,-0.0646
654,0.3,7000000,8.591,1.28,-0.381,-5.508,-16.949,-1.304,0.1801,-0.2405,1.0383,0.0103,-0.0891,-0.0627
655,0.3,7000000,9.442,1.28,-0.381,-5.508,-16.949,-1.304,0.1749,-0.2714,1.1669,0.0076,-0.0996,-0.0533
656,0.3,7000000,10.952,1.28,-0.381,-5.508,-16.949,-1.304,0.164,-0.3342,1.3976,0.0026,-0.1188,-0.034
657,0.3,7000000,11.843,1.28,-0.381,-5.508,-16.949,-1.304,0.1565,-0.3697,1.5363,-0.0002,-0.1308,-0.0229
658,0.3,7000000,-7.07,6.72,-7.342,4.907,10.227,-9.02,0.1397,-0.6696,-0.7247,-0.0017,0.0992,0.1141
659,0.3,7000000,-4.962,6.72,-7.342,4.907,10.227,-9.02,0.1508,-0.6679,-0.4466,-0.0007,0.0764,0.1158
660,0.3,7000000,-2.285,6.72,-7.342,4.907,10.227,-9.02,0.1617,-0.6646,-0.1235,0,0.0542,0.1182
661,0.3,7000000,-1.93,6.72,-7.342,4.907,10.227,-9.02,0.1629,-0.6642,-0.0853,0,0.0528,0.1184
662,0.3,7000000,-0.844,6.72,-7.342,4.907,10.227,-9.02,0.1663,-0.6631,0.026,0,0.0507,0.1187
663,0.3,7000000,-0.076,6.72,-7.342,4.907,10.227,-9.02,0.1685,-0.6625,0.1029,0,0.0502,0.1187
664,0.3,7000000,1.421,6.72,-7.342,4.907,10.227,-9.02,0.1719,-0.6623,0.2537,-0.0001,0.0496,0.1181
665,0.3,7000000,4.32,6.72,-7.342,4.907,10.227,-9.02,0.175,-0.6629,0.5895,-0.0004,0.0365,0.1148
666,0.3,7000000,5.27,6.72,-7.342,4.907,10.227,-9.02,0.1746,-0.6622,0.7116,-0.0005,0.0279,0.1135
667,0.3,7000000,5.719,6.72,-7.342,4.907,10.227,-9.02,0.1742,-0.6615,0.7706,-0.0006,0.0233,0.1127
668,0.3,7000000,7.662,6.72,-7.342,4.907,10.227,-9.02,0.1705,-0.651,1.0325,-0.0007,0.0012,0.1078
669,0.3,7000000,9.414,6.72,-7.342,4.907,10.227,-9.02,0.164,-0.6279,1.2792,-0.0003,-0.0234,0.1002
670,0.3,7000000,10.878,6.72,-7.342,4.907,10.227,-9.02,0.1558,-0.5926,1.4875,0.0007,-0.0473,0.0902
671,0.3,7000000,13.496,6.72,-7.342,4.907,10.227,-9.02,0.1352,-0.5403,1.884,0.0023,-0.1013,0.0779
672,0.3,7000000,-13.936,12.42,16.721,11.682,6.939,-18.368,0.0871,-1.6139,-1.597,-0.0018,0.2259,0.1049
673,0.3,7000000,-7.583,12.42,16.721,11.682,6.939,-18.368,0.1689,-1.7632,-0.5763,-0.0029,0.1412,0.1619
674,0.3,7000000,-2.684,12.42,16.721,11.682,6.939,-18.368,0.2048,-1.7155,0.0128,0.0014,0.1029,0.152
675,0.3,7000000,-2.367,12.42,16.721,11.682,6.939,-18.368,0.2064,-1.7116,0.0419,0.0014,0.1026,0.151
676,0.3,7000000,0.023,12.42,16.721,11.682,6.939,-18.368,0.2166,-1.684,0.253,0.002,0.1035,0.1427
677,0.3,7000000,2.13,12.42,16.721,11.682,6.939,-18.368,0.2211,-1.6659,0.4285,0.002,0.1044,0.1355
678,0.3,7000000,5.43,12.42,16.721,11.682,6.939,-18.368,0.2192,-1.6542,0.7599,0.0014,0.0832,0.1259
679,0.3,7000000,6.834,12.42,16.721,11.682,6.939,-18.368,0.2152,-1.6507,0.9296,0.0014,0.065,0.1213
680,0.3,7000000,6.846,12.42,16.721,11.682,6.939,-18.368,0.2152,-1.6506,0.9311,0.0014,0.0648,0.1213
681,0.3,7000000,7.007,12.42,16.721,11.682,6.939,-18.368,0.2146,-1.6497,0.9513,0.0015,0.0625,0.1206
682,0.3,7000000,9.049,12.42,16.721,11.682,6.939,-18.368,0.2047,-1.5841,1.218,0.006,0.029,0.0939
683,0.3,7000000,9.566,12.42,16.721,11.682,6.939,-18.368,0.2016,-1.5289,1.287,0.0097,0.0198,0.0751
684,0.3,7000000,9.909,12.42,16.721,11.682,6.939,-18.368,0.1993,-1.5991,1.3356,0.005,0.0129,0.0957
685,0.3,7000000,11.591,12.42,16.721,11.682,6.939,-18.368,0.1868,-1.6974,1.5812,-0.0017,-0.0229,0.1203
686,0.3,7000000,-14.285,-13.81,-18.345,13.866,9.681,-4.889,0.0969,2.0547,-1.739,0.0041,0.1816,-0.1065
687,0.3,7000000,-13.827,-13.81,-18.345,13.866,9.681,-4.889,0.1033,2.0624,-1.659,0.0039,0.174,-0.1109
688,0.3,7000000,-11.588,-13.81,-18.345,13.866,9.681,-4.889,0.1321,2.101,-1.2764,0.0037,0.1391,-0.1328
689,0.3,7000000,-11.401,-13.81,-18.345,13.866,9.681,-4.889,0.1344,2.1044,-1.2453,0.0038,0.1364,-0.1347
690,0.3,7000000,-1.17,-13.81,-18.345,13.866,9.681,-4.889,0.211,2.2837,0.0714,0.0105,0.0633,-0.2215
691,0.3,7000000,-1.166,-13.81,-18.345,13.866,9.681,-4.889,0.211,2.2837,0.0717,0.0105,0.0633,-0.2215
692,0.3,7000000,-0.123,-13.81,-18.345,13.866,9.681,-4.889,0.2134,2.2738,0.1576,0.0105,0.0654,-0.2188
693,0.3,7000000,0.821,-13.81,-18.345,13.866,9.681,-4.889,0.2148,2.2653,0.2351,0.0105,0.0676,-0.2161
694,0.3,7000000,0.902,-13.81,-18.345,13.866,9.681,-4.889,0.2149,2.2646,0.2419,0.0105,0.0678,-0.2158
695,0.3,7000000,1.71,-13.81,-18.345,13.866,9.681,-4.889,0.2156,2.2582,0.31,0.0107,0.0694,-0.2133
696,0.3,7000000,2.267,-13.81,-18.345,13.866,9.681,-4.889,0.2158,2.254,0.3587,0.0109,0.07,-0.2114
697,0.3,7000000,2.334,-13.81,-18.345,13.866,9.681,-4.889,0.2158,2.2535,0.3647,0.0109,0.0701,-0.2112
698,0.3,7000000,4.459,-13.81,-18.345,13.866,9.681,-4.889,0.2138,2.2327,0.5753,0.0114,0.0653,-0.2011
699,0.3,7000000,6.861,-13.81,-18.345,13.866,9.681,-4.889,0.209,2.1962,0.8823,0.0101,0.047,-0.1831
700,0.3,7000000,-14.221,-14.42,-18.277,17.088,-19.05,-0.193,0.094,1.8055,-1.7358,-0.0005,0.1769,-0.1711
701,0.3,7000000,-12.692,-14.42,-18.277,17.088,-19.05,-0.193,0.1134,1.8281,-1.474,-0.0011,0.1511,-0.1814
702,0.3,7000000,-8.112,-14.42,-18.277,17.088,-19.05,-0.193,0.1617,1.876,-0.7402,-0.0019,0.0904,-0.2071
703,0.3,7000000,-5.697,-14.42,-18.277,17.088,-19.05,-0.193,0.1797,1.8875,-0.4046,-0.0021,0.0693,-0.2157
704,0.3,7000000,-5.254,-14.42,-18.277,17.088,-19.05,-0.193,0.1824,1.8884,-0.348,-0.0021,0.0664,-0.2168
705,0.3,7000000,-2.912,-14.42,-18.277,17.088,-19.05,-0.193,0.1916,1.8868,-0.0964,-0.0014,0.0569,-0.2196
706,0.3,7000000,1.499,-14.42,-18.277,17.088,-19.05,-0.193,0.1964,1.8797,0.2626,0.0009,0.0616,-0.2176
707,0.3,7000000,5.276,-14.42,-18.277,17.088,-19.05,-0.193,0.1878,1.8613,0.618,0.0021,0.0465,-0.2053
708,0.3,7000000,6.198,-14.42,-18.277,17.088,-19.05,-0.193,0.184,1.8566,0.7287,0.002,0.037,-0.2015
709,0.3,7000000,6.312,-14.42,-18.277,17.088,-19.05,-0.193,0.1834,1.856,0.7428,0.002,0.0358,-0.201
710,0.3,7000000,7.375,-14.42,-18.277,17.088,-19.05,-0.193,0.178,1.8494,0.8792,0.0018,0.0229,-0.1958
711,0.3,7000000,9.979,-14.42,-18.277,17.088,-19.05,-0.193,0.1604,1.8292,1.2449,0.0009,-0.0157,-0.1808
712,0.3,7000000,11.163,-14.42,-18.277,17.088,-19.05,-0.193,0.151,1.8199,1.4264,0.0004,-0.0353,-0.1736
713,0.3,7000000,12.967,-14.42,-18.277,17.088,-19.05,-0.193,0.1347,1.8051,1.7182,-0.0004,-0.0677,-0.1622
714,0.3,7000000,-13.512,-12.3,15.814,-4.315,4.223,-19.302,0.0829,1.5364,-1.6549,0.0028,0.1643,-0.1493
715,0.3,7000000,-12.634,-12.3,15.814,-4.315,4.223,-19.302,0.0939,1.5569,-1.5072,0.0028,0.1495,-0.1575
716,0.3,7000000,-11.4,-12.3,15.814,-4.315,4.223,-19.302,0.1085,1.5876,-1.3034,0.003,0.1299,-0.1698
717,0.3,7000000,-2.998,-12.3,15.814,-4.315,4.223,-19.302,0.1755,1.6066,-0.1427,-0.0015,0.0497,-0.1939
718,0.3,7000000,-2.965,-12.3,15.814,-4.315,4.223,-19.302,0.1756,1.6059,-0.1396,-0.0015,0.0496,-0.1937
719,0.3,7000000,-2.838,-12.3,15.814,-4.315,4.223,-19.302,0.1762,1.603,-0.1277,-0.0016,0.0494,-0.193
720,0.3,7000000,3.88,-12.3,15.814,-4.315,4.223,-19.302,0.1824,1.6156,0.4478,0.002,0.0341,-0.1974
721,0.3,7000000,4.313,-12.3,15.814,-4.315,4.223,-19.302,0.1813,1.6265,0.4928,0.0026,0.029,-0.2003
722,0.3,7000000,4.366,-12.3,15.814,-4.315,4.223,-19.302,0.1811,1.628,0.4986,0.0027,0.0284,-0.2008
723,0.3,7000000,10.478,-12.3,15.814,-4.315,4.223,-19.302,0.1495,1.6464,1.3036,0.0055,-0.0611,-0.1965
724,0.3,7000000,10.77,-12.3,15.814,-4.315,4.223,-19.302,0.1473,1.6387,1.3488,0.0051,-0.066,-0.1935
725,0.3,7000000,12.054,-12.3,15.814,-4.315,4.223,-19.302,0.1369,1.6062,1.5533,0.0039,-0.0879,-0.181
726,0.3,7000000,12.126,-12.3,15.814,-4.315,4.223,-19.302,0.1363,1.6045,1.565,0.0038,-0.0892,-0.1804
727,0.3,7000000,13.184,-12.3,15.814,-4.315,4.223,-19.302,0.1269,1.5796,1.7406,0.0028,-0.1077,-0.1708
728,0.3,7000000,-11.766,-7.88,1.195,-6.7,-3.416,9.103,0.1437,0.8718,-1.6274,0.0018,0.0606,-0.061
729,0.3,7000000,-11.186,-7.88,1.195,-6.7,-3.416,9.103,0.148,0.8817,-1.5412,0.0014,0.0489,-0.063
730,0.3,7000000,-10.103,-7.88,1.195,-6.7,-3.416,9.103,0.1551,0.8934,-1.3824,0.0005,0.0281,-0.0653
731,0.3,7000000,-8.118,-7.88,1.195,-6.7,-3.416,9.103,0.1645,0.9034,-1.1074,-0.0021,-0.0027,-0.0677
732,0.3,7000000,-7.66,-7.88,1.195,-6.7,-3.416,9.103,0.166,0.8996,-1.0442,-0.0028,-0.0088,-0.0666
733,0.3,7000000,-7.602,-7.88,1.195,-6.7,-3.416,9.103,0.1662,0.8989,-1.0362,-0.0029,-0.0095,-0.0664
734,0.3,7000000,-7.208,-7.88,1.195,-6.7,-3.416,9.103,0.1672,0.894,-0.9826,-0.0036,-0.0144,-0.0651
735,0.3,7000000,-5.327,-7.88,1.195,-6.7,-3.416,9.103,0.1703,0.8607,-0.7356,-0.0071,-0.0345,-0.0563
736,0.3,7000000,-3.158,-7.88,1.195,-6.7,-3.416,9.103,0.17,0.8563,-0.4675,-0.0085,-0.0509,-0.0573
737,0.3,7000000,1.566,-7.88,1.195,-6.7,-3.416,9.103,0.1583,0.8835,0.0286,-0.0073,-0.057,-0.0671
738,0.3,7000000,2.34,-7.88,1.195,-6.7,-3.416,9.103,0.1554,0.8828,0.1098,-0.0072,-0.0588,-0.0663
739,0.3,7000000,4.773,-7.88,1.195,-6.7,-3.416,9.103,0.1444,0.8687,0.4003,-0.0077,-0.0775,-0.0594
740,0.3,7000000,5.081,-7.88,1.195,-6.7,-3.416,9.103,0.1428,0.8656,0.4387,-0.0078,-0.0804,-0.058
741,0.3,7000000,6.542,-7.88,1.195,-6.7,-3.416,9.103,0.1344,0.8564,0.6262,-0.0075,-0.0958,-0.0538
742,0.3,7000000,-11.967,1.03,1.818,-6.028,13.546,15.341,0.2003,0.0854,-1.6671,0,0.0799,0.0181
743,0.3,7000000,-7.863,1.03,1.818,-6.028,13.546,15.341,0.2229,-0.0709,-1.0982,-0.0102,-0.0032,0.0641
744,0.3,7000000,-6.651,1.03,1.818,-6.028,13.546,15.341,0.226,-0.0205,-0.935,-0.0085,-0.0244,0.0489
745,0.3,7000000,-4.327,1.03,1.818,-6.028,13.546,15.341,0.2263,0.0212,-0.6629,-0.0086,-0.0471,0.0368
746,0.3,7000000,-4.027,1.03,1.818,-6.028,13.546,15.341,0.2258,0.021,-0.6256,-0.0086,-0.0502,0.037
747,0.3,7000000,-3.755,1.03,1.818,-6.028,13.546,15.341,0.2254,0.0192,-0.5878,-0.0082,-0.0543,0.0377
748,0.3,7000000,-3.349,1.03,1.818,-6.028,13.546,15.341,0.2246,0.0212,-0.5299,-0.0078,-0.0609,0.0372
749,0.3,7000000,-0.697,1.03,1.818,-6.028,13.546,15.341,0.2165,0.0537,-0.2386,-0.009,-0.0767,0.0283
750,0.3,7000000,0.009,1.03,1.818,-6.028,13.546,15.341,0.2137,0.0445,-0.1696,-0.0088,-0.0784,0.0312
751,0.3,7000000,0.92,1.03,1.818,-6.028,13.546,15.341,0.2099,0.0378,-0.0724,-0.0078,-0.0832,0.0332
752,0.3,7000000,3.937,1.03,1.818,-6.028,13.546,15.341,0.1956,0.0216,0.2395,-0.009,-0.0923,0.0372
753,0.3,7000000,9.951,1.03,1.818,-6.028,13.546,15.341,0.1542,0.0417,1.099,-0.003,-0.1743,0.0307
754,0.3,7000000,10.919,1.03,1.818,-6.028,13.546,15.341,0.145,0.072,1.2432,-0.0009,-0.187,0.0218
755,0.3,7000000,11.456,1.03,1.818,-6.028,13.546,15.341,0.1395,0.087,1.3249,0.0002,-0.1941,0.0175
756,0.3,7000000,-14.298,-12.97,-0.352,6.238,17.83,-11.621,0.0714,1.8465,-1.7564,0.0042,0.1826,-0.0923
757,0.3,7000000,-13.508,-12.97,-0.352,6.238,17.83,-11.621,0.0825,1.8622,-1.6179,0.004,0.1706,-0.1002
758,0.3,7000000,-9.859,-12.97,-0.352,6.238,17.83,-11.621,0.1266,1.9483,-1.0112,0.0048,0.1185,-0.141
759,0.3,7000000,-8.135,-12.97,-0.352,6.238,17.83,-11.621,0.1432,1.996,-0.751,0.006,0.0973,-0.1621
760,0.3,7000000,-6.792,-12.97,-0.352,6.238,17.83,-11.621,0.1546,2.0271,-0.5617,0.0068,0.0833,-0.1762
761,0.3,7000000,-4.562,-12.97,-0.352,6.238,17.83,-11.621,0.1702,2.0194,-0.2776,0.0055,0.0655,-0.1796
762,0.3,7000000,3.175,-12.97,-0.352,6.238,17.83,-11.621,0.194,1.9234,0.4351,0.0039,0.0642,-0.1538
763,0.3,7000000,3.42,-12.97,-0.352,6.238,17.83,-11.621,0.1939,1.926,0.4576,0.0043,0.0638,-0.1544
764,0.3,7000000,5.383,-12.97,-0.352,6.238,17.83,-11.621,0.1918,1.9563,0.6821,0.0064,0.0501,-0.1613
765,0.3,7000000,9.306,-12.97,-0.352,6.238,17.83,-11.621,0.1759,1.9614,1.2122,0.0075,-0.0014,-0.1549
766,0.3,7000000,11.446,-12.97,-0.352,6.238,17.83,-11.621,0.1608,1.9131,1.5352,0.0055,-0.0397,-0.1348
767,0.3,7000000,11.609,-12.97,-0.352,6.238,17.83,-11.621,0.1594,1.9093,1.5605,0.0054,-0.0429,-0.1333
768,0.3,7000000,12.575,-12.97,-0.352,6.238,17.83,-11.621,0.151,1.8874,1.7132,0.0045,-0.0621,-0.1243
769,0.3,7000000,12.998,-12.97,-0.352,6.238,17.83,-11.621,0.147,1.8778,1.7815,0.0042,-0.0707,-0.1204
770,0.3,7000000,-14.883,-1.36,10.599,-1.904,19.84,-9.062,0.1524,0.3427,-1.9768,0.0063,0.197,-0.0187
771,0.3,7000000,-10.911,-1.36,10.599,-1.904,19.84,-9.062,0.1949,0.2512,-1.3551,-0.0022,0.1308,0.0098
772,0.3,7000000,-8.993,-1.36,10.599,-1.904,19.84,-9.062,0.2091,0.1312,-1.0741,-0.0115,0.104,0.046
773,0.3,7000000,-2.132,-1.36,10.599,-1.904,19.84,-9.062,0.2355,0.3596,-0.1712,-0.007,0.0375,-0.0291
774,0.3,7000000,-1.992,-1.36,10.599,-1.904,19.84,-9.062,0.2358,0.3575,-0.1548,-0.0071,0.0366,-0.0286
775,0.3,7000000,1.755,-1.36,10.599,-1.904,19.84,-9.062,0.2411,0.3082,0.2323,-0.0061,0.0219,-0.0138
776,0.3,7000000,7.559,-1.36,10.599,-1.904,19.84,-9.062,0.2343,0.1827,0.9466,-0.0114,-0.0385,0.0285
777,0.3,7000000,7.703,-1.36,10.599,-1.904,19.84,-9.062,0.2338,0.1791,0.9678,-0.0114,-0.0411,0.0298
778,0.3,7000000,9.344,-1.36,10.599,-1.904,19.84,-9.062,0.2258,0.1856,1.2061,-0.009,-0.0706,0.0277
779,0.3,7000000,10.195,-1.36,10.599,-1.904,19.84,-9.062,0.2207,0.2208,1.3293,-0.006,-0.0852,0.0167
780,0.3,7000000,11.632,-1.36,10.599,-1.904,19.84,-9.062,0.2103,0.2887,1.541,-0.0008,-0.1101,-0.0049
781,0.3,7000000,12.692,-1.36,10.599,-1.904,19.84,-9.062,0.2013,0.3561,1.6979,0.0037,-0.1285,-0.0264
782,0.3,7000000,13.254,-1.36,10.599,-1.904,19.84,-9.062,0.196,0.3925,1.7854,0.0061,-0.1393,-0.0381
783,0.3,7000000,13.618,-1.36,10.599,-1.904,19.84,-9.062,0.1925,0.4006,1.8429,0.0068,-0.1462,-0.0409
784,0.3,7000000,-14.699,-3.39,4.109,5.968,19.66,-15.226,0.1301,0.5889,-1.8451,0.0088,0.2324,-0.0035
785,0.3,7000000,-12.573,-3.39,4.109,5.968,19.66,-15.226,0.158,0.5838,-1.4976,0.0063,0.1988,-0.003
786,0.3,7000000,-11.694,-3.39,4.109,5.968,19.66,-15.226,0.1681,0.5282,-1.3627,0.0018,0.1868,0.0135
787,0.3,7000000,-11.009,-3.39,4.109,5.968,19.66,-15.226,0.1755,0.4944,-1.2595,-0.0014,0.1779,0.0232
788,0.3,7000000,-9.901,-3.39,4.109,5.968,19.66,-15.226,0.1866,0.4331,-1.0946,-0.007,0.1642,0.0407
789,0.3,7000000,-4.406,-3.39,4.109,5.968,19.66,-15.226,0.2284,0.4522,-0.4211,-0.0179,0.1346,0.0261
790,0.3,7000000,-1.114,-3.39,4.109,5.968,19.66,-15.226,0.244,0.5061,0.0361,-0.0118,0.0847,0.0054
791,0.3,7000000,1.941,-3.39,4.109,5.968,19.66,-15.226,0.2536,0.4979,0.3465,-0.0115,0.0689,0.0084
792,0.3,7000000,3.032,-3.39,4.109,5.968,19.66,-15.226,0.2555,0.478,0.4447,-0.0126,0.0666,0.0157
793,0.3,7000000,4.408,-3.39,4.109,5.968,19.66,-15.226,0.2558,0.4681,0.5178,-0.0179,0.0772,0.0207
794,0.3,7000000,6.56,-3.39,4.109,5.968,19.66,-15.226,0.253,0.4465,0.877,-0.0138,0.0183,0.0308
795,0.3,7000000,6.694,-3.39,4.109,5.968,19.66,-15.226,0.2527,0.4439,0.8967,-0.0137,0.0155,0.0318
796,0.3,7000000,6.914,-3.39,4.109,5.968,19.66,-15.226,0.2522,0.4396,0.9287,-0.0137,0.011,0.0335
797,0.3,7000000,7.842,-3.39,4.109,5.968,19.66,-15.226,0.2493,0.425,1.0607,-0.0132,-0.0074,0.0386
798,0.3,7000000,-14.359,4.13,-3.305,-17.641,18.893,-4.578,0.1802,-0.0144,-1.9604,0.0024,0.1526,0.0297
799,0.3,7000000,-13.195,4.13,-3.305,-17.641,18.893,-4.578,0.1907,-0.0026,-1.7713,0.0038,0.1314,0.0244
800,0.3,7000000,-12.289,4.13,-3.305,-17.641,18.893,-4.578,0.198,-0.0718,-1.6281,0.0006,0.115,0.044
801,0.3,7000000,-10.956,4.13,-3.305,-17.641,18.893,-4.578,0.2073,-0.1766,-1.4294,-0.0038,0.0934,0.0739
802,0.3,7000000,-4.952,4.13,-3.305,-17.641,18.893,-4.578,0.2342,-0.3326,-0.627,-0.0114,-0.0007,0.1213
803,0.3,7000000,-0.801,4.13,-3.305,-17.641,18.893,-4.578,0.2375,-0.2824,-0.2018,-0.0072,-0.0375,0.1093
804,0.3,7000000,-0.588,4.13,-3.305,-17.641,18.893,-4.578,0.2372,-0.2813,-0.1808,-0.0071,-0.0385,0.109
805,0.3,7000000,0.701,4.13,-3.305,-17.641,18.893,-4.578,0.2349,-0.2799,-0.0564,-0.0072,-0.0428,0.1084
806,0.3,7000000,1.982,4.13,-3.305,-17.641,18.893,-4.578,0.2318,-0.2871,0.071,-0.0084,-0.0462,0.1097
807,0.3,7000000,4.503,4.13,-3.305,-17.641,18.893,-4.578,0.2228,-0.3171,0.3919,-0.0094,-0.0694,0.1161
808,0.3,7000000,9.193,4.13,-3.305,-17.641,18.893,-4.578,0.1945,-0.31,1.0566,-0.007,-0.1259,0.1115
809,0.3,7000000,9.967,4.13,-3.305,-17.641,18.893,-4.578,0.1883,-0.2687,1.1703,-0.0046,-0.1366,0.0996
810,0.3,7000000,11.284,4.13,-3.305,-17.641,18.893,-4.578,0.1767,-0.2058,1.3672,-0.001,-0.1558,0.0825
811,0.3,7000000,12.416,4.13,-3.305,-17.641,18.893,-4.578,0.1655,-0.1558,1.5385,0.0016,-0.1736,0.0692
812,0.3,7000000,-14.274,4.12,4.432,11.067,15.475,7.179,0.1257,-0.1251,-1.9178,0.0013,0.17,-0.0054
813,0.3,7000000,-11.857,4.12,4.432,11.067,15.475,7.179,0.1488,-0.1602,-1.5297,0.0015,0.1308,-0.0006
814,0.3,7000000,-10.183,4.12,4.432,11.067,15.475,7.179,0.1611,-0.2238,-1.2756,-0.0003,0.1077,0.0152
815,0.3,7000000,-9.615,4.12,4.432,11.067,15.475,7.179,0.1647,-0.2429,-1.1911,-0.0009,0.1,0.0201
816,0.3,7000000,-6.998,4.12,4.432,11.067,15.475,7.179,0.1779,-0.3569,-0.8142,-0.0065,0.0664,0.054
817,0.3,7000000,-4.236,4.12,4.432,11.067,15.475,7.179,0.1865,-0.3006,-0.4485,-0.0044,0.0376,0.0402
818,0.3,7000000,-2.655,4.12,4.432,11.067,15.475,7.179,0.1895,-0.2964,-0.2652,-0.0048,0.0286,0.0408
819,0.3,7000000,-0.94,4.12,4.432,11.067,15.475,7.179,0.1918,-0.2933,-0.0849,-0.0053,0.0234,0.0413
820,0.3,7000000,0.776,4.12,4.432,11.067,15.475,7.179,0.1934,-0.2941,0.0867,-0.0054,0.0202,0.0418
821,0.3,7000000,2.104,4.12,4.432,11.067,15.475,7.179,0.194,-0.2993,0.2279,-0.0054,0.0145,0.0427
822,0.3,7000000,5.156,4.12,4.432,11.067,15.475,7.179,0.1917,-0.3201,0.6057,-0.0046,-0.0137,0.046
823,0.3,7000000,8.893,4.12,4.432,11.067,15.475,7.179,0.178,-0.2949,1.1282,-0.0014,-0.0604,0.0373
824,0.3,7000000,12.933,4.12,4.432,11.067,15.475,7.179,0.1447,-0.1822,1.7284,0.0048,-0.127,0.0107
825,0.3,7000000,13.344,4.12,4.432,11.067,15.475,7.179,0.1403,-0.171,1.7931,0.0054,-0.135,0.0084
826,0.3,7000000,-14.948,-5.47,-13.94,12.044,15.783,6.762,0.1606,0.9167,-1.9871,0.0079,0.1908,0.0393
827,0.3,7000000,-13.66,-5.47,-13.94,12.044,15.783,6.762,0.1779,0.9841,-1.7762,0.0098,0.1661,0.018
828,0.3,7000000,-13.381,-5.47,-13.94,12.044,15.783,6.762,0.1815,1.0048,-1.7317,0.0104,0.1609,0.0118
829,0.3,7000000,-13.062,-5.47,-13.94,12.044,15.783,6.762,0.1855,1.0318,-1.6814,0.0113,0.1549,0.0037
830,0.3,7000000,-8.769,-5.47,-13.94,12.044,15.783,6.762,0.2262,0.9378,-1.0408,-0.0021,0.0878,0.0336
831,0.3,7000000,-7.694,-5.47,-13.94,12.044,15.783,6.762,0.2328,0.8643,-0.8908,-0.0081,0.0738,0.0549
832,0.3,7000000,-4.621,-5.47,-13.94,12.044,15.783,6.762,0.246,0.7442,-0.4801,-0.0185,0.0406,0.0859
833,0.3,7000000,1.923,-5.47,-13.94,12.044,15.783,6.762,0.2566,0.7701,0.2135,-0.0199,0.0248,0.0741
834,0.3,7000000,2.819,-5.47,-13.94,12.044,15.783,6.762,0.2565,0.7775,0.3216,-0.0191,0.017,0.0731
835,0.3,7000000,4.107,-5.47,-13.94,12.044,15.783,6.762,0.2555,0.7824,0.4824,-0.0181,0.0037,0.074
836,0.3,7000000,4.719,-5.47,-13.94,12.044,15.783,6.762,0.2545,0.7817,0.5606,-0.0177,-0.0032,0.0756
837,0.3,7000000,9.004,-5.47,-13.94,12.044,15.783,6.762,0.2369,0.8917,1.1435,-0.0067,-0.0614,0.052
838,0.3,7000000,9.024,-5.47,-13.94,12.044,15.783,6.762,0.2368,0.8926,1.1463,-0.0067,-0.0617,0.0517
839,0.3,7000000,10.358,-5.47,-13.94,12.044,15.783,6.762,0.2267,0.9445,1.3378,-0.002,-0.0834,0.0384
840,0.3,7000000,-14.839,-11,-10.664,-13.606,14.859,19.798,0.2098,1.5915,-2.1025,0.0056,0.107,-0.0331
841,0.3,7000000,-10.969,-11,-10.664,-13.606,14.859,19.798,0.2452,1.6679,-1.5068,0.0055,0.0207,-0.073
842,0.3,7000000,-5.268,-11,-10.664,-13.606,14.859,19.798,0.2737,1.7388,-0.7803,0.005,-0.0829,-0.116
843,0.3,7000000,-4.93,-11,-10.664,-13.606,14.859,19.798,0.2743,1.7319,-0.7429,0.0045,-0.0871,-0.1148
844,0.3,7000000,-2.203,-11,-10.664,-13.606,14.859,19.798,0.2755,1.6779,-0.4727,0.001,-0.1122,-0.1035
845,0.3,7000000,-0.529,-11,-10.664,-13.606,14.859,19.798,0.2712,1.6589,-0.3263,0.0002,-0.1161,-0.0989
846,0.3,7000000,-0.249,-11,-10.664,-13.606,14.859,19.798,0.27,1.6572,-0.3016,0.0001,-0.1163,-0.0985
